2022-07-07 13:53:55.473323-> 46250,39.5,37.9,-6,0,4.08,3911,0.0,0.0,18.46,4.49,8.88,0.03,0.06,1.1,-0.64,0.14,-0.44
2022-07-07 13:53:55.735655-> 46500,39.5,37.9,-4,0,4.097,3940,0.0,0.0,-4.7,7.45,11.29,-0.02,0.07,1.25,-0.64,0.15,-0.44
2022-07-07 13:53:55.879236-> 46500,39.5,37.88,-4,0,4.088,3942,0.0,0.0,-4.91,8.51,5.74,-0.08,0.09,1.14,-0.63,0.15,-0.45
2022-07-07 13:53:56.068797-> 46750,39.5,37.86,-5,1,4.088,3926,0.0,0.0,4.24,7.02,15.32,-0.08,0.11,1.0,-0.62,0.15,-0.45
2022-07-07 13:53:56.303796-> 47000,39.5,37.86,-5,1,4.08,3918,0.0,0.0,2.29,20.97,33.05,-0.17,0.12,0.92,-0.59,0.16,-0.45
2022-07-07 13:53:56.459432-> 47250,39.5,37.85,-5,1,4.097,3924,0.0,0.0,5.31,14.5,48.58,-0.19,0.16,0.94,-0.57,0.17,-0.47
2022-07-07 13:53:56.715344-> 47500,39.5,37.83,-7,1,4.099,3942,0.0,0.0,-3.02,2.01,40.28,-0.17,0.15,0.91,-0.57,0.19,-0.47
2022-07-07 13:53:56.877876-> 47500,39.5,37.81,-4,1,4.087,3943,0.0,0.0,-14.47,3.6,38.06,-0.17,0.2,0.96,-0.57,0.22,-0.47
2022-07-07 13:53:57.067402-> 47750,39.5,37.79,-2,2,4.095,3939,0.0,0.0,-3.88,-6.62,33.45,-0.08,0.21,1.0,-0.57,0.23,-0.47
2022-07-07 13:53:57.309752-> 48000,39.5,37.79,-1,2,4.087,3942,0.0,0.0,4.67,-1.4,58.07,-0.04,0.17,1.03,-0.57,0.25,-0.47
2022-07-07 13:53:57.456329-> 48250,39.5,37.79,-4,1,4.079,3926,0.0,0.0,-17.3,8.36,62.26,-0.09,0.12,1.03,-0.55,0.29,-0.47
2022-07-07 13:53:57.733589-> 48500,39.5,37.79,-4,1,4.07,3927,0.0,0.0,-21.61,3.54,39.79,-0.09,0.12,1.03,-0.51,0.32,-0.47
2022-07-07 13:53:57.861808-> 48500,39.5,37.81,-6,1,4.099,3924,0.0,0.0,-12.27,10.68,39.12,-0.05,0.0,1.02,-0.48,0.35,-0.46
2022-07-07 13:53:58.105845-> 48750,39.5,37.81,-6,2,4.071,3922,0.0,0.0,-23.56,-1.5,48.43,-0.18,-0.05,1.05,-0.45,0.37,-0.46
2022-07-07 13:53:58.269247-> 49000,39.5,37.81,-3,1,4.095,3926,0.0,0.0,1.04,-12.42,72.91,-0.13,-0.06,0.97,-0.42,0.36,-0.45
2022-07-07 13:53:58.499209-> 49250,39.5,37.83,-3,1,4.08,3927,0.0,0.0,-4.58,-14.16,37.14,-0.06,0.02,1.01,-0.42,0.36,-0.45
2022-07-07 13:53:58.664879-> 49500,39.5,37.85,-5,2,4.089,3927,0.0,0.0,5.55,-6.5,36.07,-0.06,0.06,1.01,-0.41,0.33,-0.46
2022-07-07 13:53:58.848844-> 49500,39.5,37.86,-4,2,4.089,3926,0.0,0.0,4.12,-2.23,12.76,-0.08,0.07,1.04,-0.4,0.33,-0.46
2022-07-07 13:53:59.099176-> 49750,39.5,37.85,-3,2,4.079,3927,0.0,0.0,-4.3,-3.39,9.52,-0.08,0.05,1.04,-0.4,0.32,-0.46
2022-07-07 13:53:59.265698-> 50000,39.5,37.88,-4,2,4.089,3927,0.0,0.0,1.77,-0.76,17.0,-0.09,0.05,1.02,-0.39,0.31,-0.46
2022-07-07 13:53:59.455193-> 50250,39.5,37.86,-7,2,4.08,3934,0.0,0.0,-2.81,-0.98,11.84,-0.13,0.05,1.03,-0.39,0.31,-0.46
2022-07-07 13:53:59.653670-> 50500,39.5,37.86,-7,2,4.093,3927,0.0,0.0,-6.87,1.95,21.55,-0.15,0.07,1.03,-0.38,0.31,-0.45
2022-07-07 13:53:59.838206-> 50500,39.5,37.86,-4,1,4.08,3927,0.0,0.0,4.33,5.8,44.8,-0.14,0.04,1.07,-0.36,0.28,-0.45
2022-07-07 13:54:00.086566-> 50750,39.5,37.88,-4,1,4.079,3927,0.0,0.0,-0.58,-0.64,49.56,-0.13,0.05,1.03,-0.36,0.25,-0.45
2022-07-07 13:54:00.252704-> 51000,39.5,37.85,-3,1,4.088,3927,0.0,0.0,-6.32,-8.21,32.84,-0.09,-0.03,1.01,-0.36,0.25,-0.45
2022-07-07 13:54:00.423822-> 51250,39.5,37.86,-5,1,4.079,3926,0.0,0.0,5.83,-2.9,12.85,-0.08,0.0,1.03,-0.37,0.24,-0.45
2022-07-07 13:54:00.690111-> 51500,39.5,37.86,-7,1,4.097,3930,0.0,0.0,6.41,-2.93,1.65,-0.05,0.06,1.04,-0.37,0.22,-0.46
